Circulating Library,Destination Library,Transit ID
Bethlehem South Side Branch,Clymer Library,10
Bethlehem South Side Branch,Coplay Public Library,5
Bethlehem South Side Branch,Dimmick Main Library,3
Bethlehem South Side Branch,Easton Main Library,209
Bethlehem South Side Branch,Easton Palmer Branch,322
Bethlehem South Side Branch,Emmaus Public Library,25
Bethlehem South Side Branch,Hughes Library,19
Bethlehem South Side Branch,Lehighton Area Memorial Library,20
Bethlehem South Side Branch,Lower Macungie Library,62
Bethlehem South Side Branch,Monroe County Bookmobile,1
Bethlehem South Side Branch,Palmerton Area Library,3
Bethlehem South Side Branch,Parkland Community Library,58
Bethlehem South Side Branch,Penn-Kidder Branch,3
Bethlehem South Side Branch,Pocono Mountain Public Library,8
Bethlehem South Side Branch,Pocono Township Branch,5
Bethlehem South Side Branch,Public Library of Catasauqua,21
Bethlehem South Side Branch,Slatington Public Library,1
Bethlehem South Side Branch,Smithfield Branch,16
Bethlehem South Side Branch,Southern Lehigh Public Library,15
Bethlehem South Side Branch,Western Pocono Community Library,13
Bethlehem South Side Branch,Whitehall Township Public Library,17
Blossburg Memorial Library,Blossburg Memorial Library,2
Blossburg Memorial Library,Coudersport Public Library,16
Blossburg Memorial Library,Elkland Area Community Library,7
Blossburg Memorial Library,Galeton Public Library,3
Blossburg Memorial Library,Genesee Area Library,2
Blossburg Memorial Library,Green Free Library (Wellsboro),54
Blossburg Memorial Library,Knoxville Public Library,5
Blossburg Memorial Library,Mansfield Free Public Library,41
Blossburg Memorial Library,Oswayo Valley Memorial Library,22
Blossburg Memorial Library,Ulysses Library Association,2
Blossburg Memorial Library,Westfield Public Library,2
Boone Area Library,BCPL - Headquarters,7
Boone Area Library,Bernville Area Community Library,96
Boone Area Library,Bethel Tulpehocken Public Library,286
Boone Area Library,Boone Area Library,72
Boone Area Library,Boyertown Community Library,534
Boone Area Library,Brandywine Community Library,217
Boone Area Library,Exeter Community Library,587
Boone Area Library,Fleetwood Area Public Library,272
Boone Area Library,Hamburg Public Library,264
Boone Area Library,Kutztown Community Library,255
Boone Area Library,Mifflin Community Library,340
Boone Area Library,Muhlenberg Community Library,164
Boone Area Library,RACC,38
Boone Area Library,RPL - Northeast Branch,65
Boone Area Library,RPL - Northwest Branch Library,24
Boone Area Library,RPL - Senior Outreach,64
Boone Area Library,RPL - Southeast Branch Library,128
Boone Area Library,Reading Public Library RPL - Main,174
Boone Area Library,Robesonia Community Library,88
Boone Area Library,Schuylkill Valley Community Library,139
Boone Area Library,Sinking Spring Library,161
Boone Area Library,Spring Township Library,321
Boone Area Library,Village Library of Morgantown,142
Boone Area Library,Wernersville Public Library,162
Boone Area Library,West Lawn-Wyomissing Hills Library,142
Boone Area Library,Womelsdorf Community Library,139
Boyertown Community Library,BCPL - Headquarters,23
Boyertown Community Library,Bernville Area Community Library,166
Boyertown Community Library,Bethel Tulpehocken Public Library,457
Boyertown Community Library,Boone Area Library,278
Boyertown Community Library,Boyertown Community Library,214
Boyertown Community Library,Brandywine Community Library,268
Boyertown Community Library,Exeter Community Library,944
Boyertown Community Library,Fleetwood Area Public Library,359
Boyertown Community Library,Hamburg Public Library,355
Boyertown Community Library,Kutztown Community Library,380
Boyertown Community Library,Mifflin Community Library,502
Boyertown Community Library,Muhlenberg Community Library,287
Boyertown Community Library,RACC,25
Boyertown Community Library,RPL - Northeast Branch,61
Boyertown Community Library,RPL - Northwest Branch Library,23
Boyertown Community Library,RPL - Senior Outreach,25
Boyertown Community Library,RPL - Southeast Branch Library,160
Boyertown Community Library,Reading Public Library RPL - Main,173
Boyertown Community Library,Robesonia Community Library,93
Boyertown Community Library,Schuylkill Valley Community Library,195
Boyertown Community Library,Sinking Spring Library,282
Boyertown Community Library,Spring Township Library,438
Boyertown Community Library,Village Library of Morgantown,250
Boyertown Community Library,Wernersville Public Library,256
Boyertown Community Library,West Lawn-Wyomissing Hills Library,207
Boyertown Community Library,Womelsdorf Community Library,179
Brandywine Community Library,BCPL - Headquarters,11
Brandywine Community Library,Bernville Area Community Library,153
Brandywine Community Library,Bethel Tulpehocken Public Library,400
Brandywine Community Library,Boone Area Library,280
Brandywine Community Library,Boyertown Community Library,829
Brandywine Community Library,Brandywine Community Library,112
Brandywine Community Library,Exeter Community Library,910
Brandywine Community Library,Fleetwood Area Public Library,366
Brandywine Community Library,Hamburg Public Library,362
Brandywine Community Library,Kutztown Community Library,365
Brandywine Community Library,Mifflin Community Library,501
Brandywine Community Library,Muhlenberg Community Library,264
Brandywine Community Library,RACC,35
Brandywine Community Library,RPL - Northeast Branch,69
Brandywine Community Library,RPL - Northwest Branch Library,20
Brandywine Community Library,RPL - Senior Outreach,49
Brandywine Community Library,RPL - Southeast Branch Library,100
Brandywine Community Library,Reading Public Library RPL - Main,171
Brandywine Community Library,Robesonia Community Library,102
Brandywine Community Library,Schuylkill Valley Community Library,196
Brandywine Community Library,Sinking Spring Library,238
Brandywine Community Library,Spring Township Library,417
Brandywine Community Library,Village Library of Morgantown,195
Brandywine Community Library,Wernersville Public Library,278
Brandywine Community Library,West Lawn-Wyomissing Hills Library,213
Brandywine Community Library,Womelsdorf Community Library,181
Cambria County Library,Abington Community Library,427
Cambria County Library,Albright Memorial Library,666
Cambria County Library,Altoona Area Public Library,237
Cambria County Library,Beaverdale Public Library,127
Cambria County Library,Bellwood-Antis Public Library,20
Cambria County Library,Cambria County Library,122
Cambria County Library,Carbondale Public Library,101
Cambria County Library,Carrolltown Public Library,62
Cambria County Library,Claysburg Area Public Library,16
Cambria County Library,Conemaugh Township Branch,1
Cambria County Library,Cresson Public Library,51
Cambria County Library,Dalton Community Library,71
Cambria County Library,Ebensburg Public Library,308
Cambria County Library,Gallitzin Public Library,27
Cambria County Library,Hastings Public Library,12
Cambria County Library,Highland Community Library,716
Cambria County Library,Hollidaysburg Area Public Library,137
Cambria County Library,Home Delivery,58
Cambria County Library,Lackawanna County Children's Library,63
Cambria County Library,Lackawanna County Tech Services,1
Cambria County Library,Lilly Washington Public Library,83
Cambria County Library,Martinsburg Community Library,39
Cambria County Library,Mary S. Biesecker Main Library,2
Cambria County Library,Meyersdale Public Library,1
Cambria County Library,Nancy Kay Holmes Branch Library,135
Cambria County Library,Nanty Glo Public Library,166
Cambria County Library,North Pocono Public Library,225
Cambria County Library,Northern Cambria Public Library,119
Cambria County Library,Patton Public Library,63
Cambria County Library,Portage Public Library,319
Cambria County Library,Roaring Spring Community Library,35
Cambria County Library,Somerset County Bookmobile,11
Cambria County Library,Somerset County Library,24
Cambria County Library,South Fork Public Library,27
Cambria County Library,Taylor Community Library,168
Cambria County Library,Tyrone-Snyder Public Library,78
Cambria County Library,Valley Community Library,231
Cambria County Library,Williamsburg Public Library,7
Cambria County Library,Windber Public Library,17
Carbondale Public Library,Abington Community Library,770
Carbondale Public Library,AccessPA NCIP Library,68
Carbondale Public Library,Albright Memorial Library,674
Carbondale Public Library,Altoona Area Public Library,91
Carbondale Public Library,Beaverdale Public Library,4
Carbondale Public Library,Bellwood-Antis Public Library,5
Carbondale Public Library,Cambria County Library,28
Carbondale Public Library,Carbondale Public Library,134
Carbondale Public Library,Carrolltown Public Library,4
Carbondale Public Library,Claysburg Area Public Library,1
Carbondale Public Library,Cresson Public Library,2
Carbondale Public Library,Dalton Community Library,120
Carbondale Public Library,Dingman Township Library,37
Carbondale Public Library,Ebensburg Public Library,12
Carbondale Public Library,Forest City,14
Carbondale Public Library,Gallitzin Public Library,2
Carbondale Public Library,Hallstead - Great Bend,54
Carbondale Public Library,Hamlin Library,24
Carbondale Public Library,Hastings Public Library,2
Carbondale Public Library,Hawley Public Library,31
Carbondale Public Library,Highland Community Library,41
Carbondale Public Library,Hollidaysburg Area Public Library,25
Carbondale Public Library,Home Delivery,81
Carbondale Public Library,Lackawanna County Children's Library,247
Carbondale Public Library,Lackawanna County Tech Services,1
Carbondale Public Library,Lilly Washington Public Library,2
Carbondale Public Library,Martinsburg Community Library,11
Carbondale Public Library,Milford Library,183
Carbondale Public Library,Montrose,62
Carbondale Public Library,Nancy Kay Holmes Branch Library,159
Carbondale Public Library,Nanty Glo Public Library,4
Carbondale Public Library,Newfoundland Area Library,9
Carbondale Public Library,North Pocono Public Library,478
Carbondale Public Library,Northern Cambria Public Library,2
Carbondale Public Library,Northern Wayne Community Library,3
Carbondale Public Library,Patton Public Library,2
Carbondale Public Library,Pleasant Mount Library,9
Carbondale Public Library,Portage Public Library,17
Carbondale Public Library,Roaring Spring Community Library,2
Carbondale Public Library,South Fork Public Library,1
Carbondale Public Library,Susquehanna,30
Carbondale Public Library,Taylor Community Library,246
Carbondale Public Library,Tunkhannock Public Library,120
Carbondale Public Library,Tyrone-Snyder Public Library,36
Carbondale Public Library,Valley Community Library,364
Carbondale Public Library,Wayne County Public Library,81
Carbondale Public Library,Williamsburg Public Library,4
Carroll Valley Library,AccessPA NCIP Library,47
Carroll Valley Library,Carroll Valley Library,276
Carroll Valley Library,Collinsville Community Library,1
Carroll Valley Library,Dillsburg Area Public Library,1
Carroll Valley Library,Dover Area Community Library,1
Carroll Valley Library,Gettysburg Library,651
Carroll Valley Library,Glatfelter Memorial Library,2
Carroll Valley Library,Guthrie Memorial Library: Hanover's Public Library,2
Carroll Valley Library,Harbaugh-Thomas Library (Biglerville),600
Carroll Valley Library,Kaltreider-Benfer Library,3
Carroll Valley Library,Kreutz Creek Valley Library,1
Carroll Valley Library,Littlestown Library,419
Carroll Valley Library,Martin Library,7
Carroll Valley Library,New Oxford Library,640
Carroll Valley Library,Paul Smith Library of Southern York County,7
Carroll Valley Library,Red Land Community Library,1
Carroll Valley Library,Trone Memorial Library (East Berlin),471
Carroll Valley Library,Village Library,1
Carrolltown Public Library,Abington Community Library,29
Carrolltown Public Library,Albright Memorial Library,6
Carrolltown Public Library,Altoona Area Public Library,14
Carrolltown Public Library,Beaverdale Public Library,6
Carrolltown Public Library,Cambria County Library,34
Carrolltown Public Library,Carbondale Public Library,5
Carrolltown Public Library,Carrolltown Public Library,3
Carrolltown Public Library,Claysburg Area Public Library,1
Carrolltown Public Library,Cresson Public Library,1
Carrolltown Public Library,Ebensburg Public Library,21
Carrolltown Public Library,Highland Community Library,46
Carrolltown Public Library,Hollidaysburg Area Public Library,3
